,title,salary_standardized,location,habilidades
48946,Data Analyst - Now Hiring,52634.4,"  Kansas City, MO   ","('sql', 'powerbi', 'tableau', 'azure')"
48948,2024 Supply Chain Data Analyst Intern - Illinois - Now Hiring,52634.4,"  Overland Park, KS   ","('sql', 'powerbi', 'excel')"
48949,Data Analyst - Employee Listening (I/O psychology),42244.8,"  Norman, OK   ","('excel',)"
48952,Data Analyst - Employee Listening (I/O psychology),42244.8,"  Edmond, OK   ","('excel',)"
48955,Data Analyst II - Now Hiring,42244.8,"  Mulhall, OK   ","('sql', 'excel')"
48956,2024 Supply Chain Data Analyst Intern - Illinois - Now Hiring,42244.8,"  Oklahoma City, OK   ","('sql', 'powerbi', 'excel')"
48958,Data Science – Analyst 3 - Now Hiring,58697.6,"  California, MO   ","('python', 'sql', 'machine_learning')"
48959,Business Systems Analyst with Data Warehousing and Reference Data...,66435.2,"  California, MO   ","('python', 'sql')"
48960,Business Systems Analyst with Data Warehousing and Reference Data,66435.2,"  California, MO   ","('python', 'sql')"
48966,2024 Supply Chain Data Analyst Intern - Illinois,47205.6,"  Springdale, AR   ","('sql', 'powerbi', 'excel')"
48968,2024 Supply Chain Data Analyst Intern - Illinois,52634.4,"  Independence, MO   ","('sql', 'powerbi', 'excel')"
48970,Data Analyst II - Firm Analytics - Full-time / Part-time,47205.6,"  Boonville, MO   ","('python', 'sql', 'tableau')"
48971,Business Intelligence (BI) Manager,45520.8,"  Wichita, KS   ","('sql', 'powerbi')"
48988,Lead Data Analyst - Now Hiring,47205.6, Anywhere ,"('python', 'sql')"
48989,Lead Data Analyst - Full-time / Part-time,47205.6, Anywhere ,"('python', 'sql')"
48990,Data Analyst II - Now Hiring,47205.6,"  Wichita, KS   ","('python', 'sql', 'powerbi', 'azure', 'machine_learning')"
48992,Data Analyst,52634.4,"  Kansas City, MO   ","('python', 'sql', 'tableau', 'aws')"
48993,Data Analytics - Ex Libris - Operational Excellence Analyst - Now...,52634.4,"  Kansas City, MO   ","('excel',)"
48999,Data Analyst II - Firm Analytics - Now Hiring,48391.2,"  Edgar Springs, MO   ","('python', 'sql', 'tableau')"
49008,Data Analyst II - Firm Analytics,48391.2,"  Diggins, MO   ","('python', 'sql', 'tableau')"
49013,2024 Supply Chain Data Analyst Intern - Illinois,48391.2,"  Springfield, MO   ","('sql', 'powerbi', 'excel')"
49017,2024 Supply Chain Data Analyst Intern - Illinois,47205.6,"  Topeka, KS   ","('sql', 'powerbi', 'excel')"
49019,2024 Supply Chain Data Analyst Intern - Illinois - Now Hiring,47205.6,"  Wichita, KS   ","('sql', 'powerbi', 'excel')"
49022,2024 Supply Chain Data Analyst Intern - Illinois,47205.6,"  Pittsburg, KS   ","('sql', 'powerbi', 'excel')"
49033,2024 Supply Chain Data Analyst Intern - Illinois - Now Hiring,52634.4,"  Kansas City, KS   ","('sql', 'powerbi', 'excel')"
49040,2024 Supply Chain Data Analyst Intern - Illinois - Now Hiring,42244.8,"  Edmond, OK   ","('sql', 'powerbi', 'excel')"
49046,Data Science Manager-REMOTE - Now Hiring,78738.40000000001,"  Hot Springs, AR   ","('python', 'sql', 'machine_learning')"
49047,Data Analyst II,41048.8,"  Chattanooga, OK   ","('sql', 'excel')"
49048,Data Analyst I,41048.8,"  Meers, OK   ","('sql', 'excel')"
49050,Data Analyst I - Full-time / Part-time,41048.8,"  Medicine Park, OK   ","('sql', 'excel')"
49052,Data Analyst II - Full-time / Part-time,41048.8,"  Medicine Park, OK   ","('sql', 'excel')"
49053,Data Analyst III,47205.6,"  Cyril, OK   ","('sql', 'excel')"
49054,Data Analyst II - Firm Analytics,52634.4,"  Bates City, MO   ","('python', 'sql', 'tableau')"
49055,Data Analyst III,42244.8,"  Bethany, OK   ","('sql', 'excel')"
49056,Data Analyst II - Now Hiring,42244.8,"  Union City, OK   ","('sql', 'excel')"
49057,Data Analyst III,42244.8,"  Jones, OK   ","('sql', 'excel')"
49058,Data Analyst I - Full-time / Part-time,42244.8,"  Tryon, OK   ","('sql', 'excel')"
49061,Data Analyst I - Full-time / Part-time,42244.8,"  Oklahoma City, OK   ","('sql', 'excel')"
49062,Data & BI Analyst II - Internal Audit,71770.4,"  Centralia, MO   ","('python', 'sql', 'tableau')"
49064,Data & BI Analyst II - Internal Audit,62649.6,"  Strafford, MO   ","('python', 'sql', 'tableau')"
49066,Intern - Internet Data Analyst - Summer 2024 - Full-time / Part-time,52000.0,"  Springfield, MO   ","('sql', 'powerbi', 'tableau')"
49067,Data Analyst - Employee Listening (I/O psychology) - Now Hiring,41048.8,"  Broken Arrow, OK   ","('excel',)"
49068,Data Analyst - Employee Listening (I/O psychology),41048.8,"  Broken Arrow, OK   ","('excel',)"
49069,Data Analyst - Employee Listening (I/O psychology),48391.2,"  Jefferson City, MO   ","('excel',)"
49070,Data Analyst - Employee Listening (I/O psychology),48391.2,"  Springfield, MO   ","('excel',)"
49071,Data Analyst - Employee Listening (I/O psychology),47205.6,"  Wichita, KS   ","('excel',)"
49074,Data Analyst - Employee Listening (I/O psychology) - Now Hiring,47205.6,"  Pittsburg, KS   ","('excel',)"
49076,Data Analyst - Employee Listening (I/O psychology) - Now Hiring,47205.6,"  Hot Springs, AR   ","('excel',)"
49078,Data Analyst - Employee Listening (I/O psychology) - Now Hiring,47205.6,"  Fayetteville, AR   ","('excel',)"
49081,2024 Supply Chain Data Analyst Intern - Illinois - Now Hiring,52634.4,"  Independence, MO   ","('sql', 'powerbi', 'excel')"
49087,Analytics - Analyst - Now Hiring,67672.79999999999, Anywhere ,"('sql',)"
49089,Analytics - Analyst,82388.8, Anywhere ,"('sql',)"
49090,Analytics - Analyst - Now Hiring,76242.40000000001, Anywhere ,"('sql',)"
49091,Analytics - Analyst,87942.40000000001, Anywhere ,"('sql',)"
49092,Data Science - Analytics & Generative AI Intern,78738.40000000001, Anywhere ,"('python', 'sql', 'tableau', 'machine_learning')"
49093,Analytics - Analyst,96574.4, Anywhere ,"('sql',)"
49094,Analytics - Analyst - Now Hiring,96137.6, Anywhere ,"('sql',)"
49095,Analytics - Analyst,113796.80000000002, Anywhere ,"('sql',)"
49096,Analytics - Analyst - Now Hiring,113474.4, Anywhere ,"('sql',)"
49098,Data Analyst - Programs Department,80059.2,"  California, MO   ","('sql', 'powerbi', 'excel', 'tableau')"
49100,Data Analyst I,54080.0,"  California, MO   ","('excel',)"
49101,Data Encounter Analyst,59280.0,"  California, MO   ","('sql', 'excel')"
49103,HPC Data Analyst,48391.2,"  California, MO   ","('python', 'machine_learning')"
49106,Control Systems Data Analyst,48391.2,"  California, MO   ","('excel',)"
49107,Data Analyst,48391.2,"  California, MO   ","('powerbi', 'excel', 'tableau')"
49109,Quality Data Analyst - Ortho/Neuro Svc Line - SGH | Per Diem,48391.2,"  California, MO   ","('excel',)"
49110,Data Analyst - Now Hiring,47205.6,"  Bentonville, AR   ","('python', 'sql', 'powerbi', 'tableau')"
49112,Data Analyst - Employee Listening (I/O psychology) - Now Hiring,42244.8,"  Edmond, OK   ","('excel',)"
49114,Jr. Data Analyst,42244.8,"  Yukon, OK   ","('python', 'machine_learning')"
49121,"Data Analytics Co-op, Pricing - Now Hiring",54080.0,"  Oklahoma City, OK   ","('sql', 'powerbi', 'excel', 'aws')"
49160,Data Analyst II - Full-time / Part-time,47205.6,"  Wichita, KS   ","('python', 'sql', 'powerbi', 'azure', 'machine_learning')"
49164,Data Analytics - Ex Libris - Operational Excellence Analyst ...,52634.4,"  Kansas City, MO   ","('excel',)"
49168,Operational Excellence Analyst - Ex Libris - Now Hiring,52634.4,"  Kansas City, MO   ","('excel',)"
49169,Data Analyst II - Now Hiring,52634.4,"  Kansas City, MO   ","('python', 'sql', 'powerbi', 'azure', 'machine_learning')"
49174,Data Analyst II - Now Hiring,42244.8,"  Oklahoma City, OK   ","('python', 'sql', 'powerbi', 'azure', 'machine_learning')"
49181,Intern - Internet Data Analyst - Summer 2024 - Now Hiring,52000.0,"  Edmond, OK   ","('sql', 'powerbi', 'tableau')"
49187,Senior Data Analyst - Full-time / Part-time,48391.2,"  California, MO   ","('sql', 'excel', 'tableau')"
49189,Data Science – Analyst 3 - Full-time / Part-time,58697.6,"  California, MO   ","('python', 'sql', 'machine_learning')"
49190,Data Analyst Advisory - Full-time / Part-time,48391.2,"  California, MO   ","('sql',)"
49240,Data Analyst - Remote,107500.0, Anywhere ,"('python', 'sql', 'powerbi')"
49248,Data Analyst (Temp to Hire),94640.0,  United States   ,"('sql',)"
49252,Sr Analyst - Enterprise Data Governance & Security (Remote),97500.0, Anywhere ,"('azure', 'aws')"
49255,Project Management Data Analyst  (Remote from anywhere in Colorado),71500.0, Anywhere ,"('python', 'sql', 'excel', 'tableau')"
49267,Online Data Analyst - Remote. Job in Missouri WDTN Jobs,60734.0,  Missouri   ,"('machine_learning',)"
49270,Senior Procurement Data Analyst. Job in United States WDTN Jobs,90142.0,  United States   ,"('sql', 'powerbi', 'excel')"
49291,Provider Data Analyst,69900.0,  United States   ,"('excel',)"
49292,Business Intelligence Analyst I,102875.0,  United States   ,"('excel',)"
49294,Climate Change Researcher - Data Analysis (Hybrid; Dec 2023 OR May...,71820.0,  United States   ,"('python', 'excel')"
49295,"Senior Data Analyst, Revenue Strategy",118640.0,  United States   ,"('sql', 'powerbi', 'excel')"
49296,"Data Scientist, Mid",119550.0,  United States   ,"('python', 'sql', 'tableau', 'machine_learning')"
49297,Global Jr Data Analyst,75067.5,  United States   ,"('sql', 'excel')"
49298,"Senior Data Scientist, Pricing",170575.0,  United States   ,"('python', 'sql', 'tableau', 'machine_learning')"
49300,Data Analyst,145500.0,  United States   ,"('python', 'machine_learning')"
49301,Data Scientist (Clearance Required),170500.0,  United States   ,"('python', 'sql', 'r', 'machine_learning')"
49302,"Analyst 2, Data Analytics & Business Intelligence",80850.0,  United States   ,"('sql', 'machine_learning', 'aws')"
49303,Data Analytics Delivery Manager,107800.0,  United States   ,"('python', 'sql', 'powerbi', 'azure')"
49304,Data Scientist – Fraud Specialist,121064.0,  United States   ,"('python', 'powerbi', 'tableau', 'azure', 'r', 'machine_learning', 'aws')"
49307,Data Scientist,61320.0,  United States   ,"('sql',)"
49308,Combat Incident Data Analyst,77017.5,  United States   ,"('sql', 'powerbi', 'excel', 'tableau')"
49311,Data Analyst,75000.0,  United States   ,"('python', 'sql', 'powerbi', 'excel', 'r')"
49312,Senior Data Analyst (SQL),82500.0,  United States   ,"('sql', 'excel')"
49313,Master Data Manager Job,112500.0,  United States   ,"('python', 'aws')"
49314,"Senior Quantitative Analyst, Data Science",130000.0,  United States   ,"('sql',)"
49315,"Associate, Asset Data Analytics & Reporting",72000.0,  United States   ,"('excel', 'tableau')"
49317,Data Analyst - Machine IQ and IoT,73917.5,  United States   ,"('powerbi', 'excel', 'aws')"
49319,"Data Analyst, Operations Engineering",118640.0,  United States   ,"('python', 'sql', 'powerbi', 'excel', 'tableau')"
49321,"Professional, Data Quality",107800.0,  United States   ,"('sql', 'excel')"
49324,"Director, Data Operations",116950.0,  United States   ,"('excel',)"
49325,Associate Data Scientist,134850.0,  United States   ,"('python', 'sql', 'excel', 'machine_learning')"
49326,Senior Data Analytics Manager,167500.0,  United States   ,"('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
49329,Director of IT Audit and Data Analytics - Global Internal Audit (GIA),54000.0,  United States   ,"('sql', 'tableau')"
49331,Research Analyst - Vegetable Oils & Biofuels,86000.0,  United States   ,"('python', 'excel', 'tableau')"
49333,"DevOps Engineer, Data Engineering",120000.0,  United States   ,"('python',)"
49335,Business Intelligence and Data Monetization Senior Analyst,142500.0,  United States   ,"('python', 'sql', 'powerbi', 'excel', 'tableau', 'r')"
49336,"Prospect Management Analyst II, Business Intelligence, Duke Alumni...",54000.0,  United States   ,"('sql', 'excel', 'tableau')"
49338,Part-Time Student-Data Analytics-Davenport IA,54000.0,  United States   ,"('sql', 'powerbi', 'tableau', 'machine_learning')"
49341,Data Analyst- Hybrid/Tampa,75000.0,  United States   ,"('sql', 'powerbi', 'excel', 'tableau')"
49342,Engineer II/III: Synchrophasor Research Engineer - Engineering...,195000.0,  United States   ,"('python',)"
49343,Healthcare Research & Data Analyst,80900.0,  United States   ,"('sql',)"
49344,"Sr Analyst, Data Analytics",107800.0,  United States   ,"('sql', 'powerbi', 'azure')"
49346,Energy Data Analyst,119550.0,  United States   ,"('python', 'powerbi', 'tableau', 'machine_learning')"
49347,Data Management Analyst - Avendra,54000.0,  United States   ,"('sql', 'excel')"
49348,Data Analyst,77017.5,  United States   ,"('python', 'sql', 'powerbi', 'tableau')"
49349,"Engineer I, Data Engineering",194662.0,  United States   ,"('python', 'sql', 'tableau')"
49353,Technical Data Analyst Job,89500.0,  United States   ,"('python', 'sql', 'powerbi', 'tableau')"
49355,"Financial Data Analyst, Revenue Foundations",73917.5,  United States   ,"('python', 'sql', 'machine_learning', 'aws')"
49356,Data Analyst,89204.0,  United States   ,"('python', 'sql', 'powerbi', 'excel')"
49360,Air Quality Data Analyst,89500.0,  United States   ,"('sql', 'powerbi', 'excel')"
49361,Data Scientist,164500.0,  United States   ,"('sql',)"
49362,"Staff Data Scientist - Inference, Marketplace",215000.0,  United States   ,"('python', 'sql')"
49364,Senior Data Analyst - Ethics and Compliance,118500.0,  United States   ,"('python', 'powerbi', 'tableau')"
49365,Data Science Analyst - TS/SCI,149500.0,  United States   ,"('python', 'excel', 'tableau')"
49366,Senior Enterprise Data Architect,154000.0,  United States   ,"('azure',)"
49367,Sr. Lead Data Engineer,155000.0,  United States   ,"('python', 'sql', 'azure', 'aws')"
49368,Expert Applications Development (Sr. Data Engineer-Azure),155000.0,  United States   ,"('python', 'sql', 'azure')"
49369,Data Analyst,62850.0,  United States   ,"('python', 'sql', 'powerbi', 'excel', 'tableau')"
49370,Master Data Specialist,90000.0,  United States   ,"('excel',)"
49371,Computing Architect (SAP Data Analytics),107800.0,  United States   ,"('sql', 'excel')"
49372,Senior/Purchasing Data Analyst,118640.0,  United States   ,"('powerbi', 'excel')"
49376,Product Management Data Analyst (Entry-Level),59500.0,  United States   ,"('sql', 'powerbi', 'tableau')"
49377,Data Analytics Co-Op Summer 2024,90000.0,  United States   ,"('sql', 'powerbi', 'excel')"
49378,Sr. Data Analyst,118500.0,  United States   ,"('sql', 'excel', 'tableau')"
49379,"Advanced Data Scientist, Senior",152650.0,  United States   ,"('python', 'machine_learning')"
49381,Jr Data Engineer,92500.0,  United States   ,"('python', 'azure')"
49382,Sr. Business Intelligence Analyst II,99800.0,  United States   ,"('sql', 'powerbi', 'excel', 'tableau')"
49383,Data Engineer,94001.0,  United States   ,"('sql', 'tableau', 'aws')"
49384,"Sr Data Analyst (Houston, TX)",118640.0,  United States   ,"('python', 'sql', 'powerbi', 'tableau', 'azure')"
49385,Senior Data Analyst,119400.0,  United States   ,"('python', 'sql', 'tableau', 'aws')"
49386,Business & Data Analyst - Data Strategy,66450.0,  United States   ,"('sql',)"
49388,"Coordinator, Product Data Management",63000.0,  United States   ,"('excel',)"
49389,Data Engineer I,145257.0,  United States   ,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'aws')"
49390,Sr Data Engineer,186000.0,  United States   ,"('python', 'sql', 'aws')"
49391,Cyber Data and Research Analyst - Intel Systems,145500.0,  United States   ,"('python',)"
49393,Financial Data Analyst - FP&A Technology & Market Data Finance,157500.0,  United States   ,"('python', 'excel', 'tableau')"
49395,Test Data Management Engineer,72000.0,  United States   ,"('python', 'sql')"
49397,BUSINESS INTEL & PROCESS MGR - American Airlines Lounges ...,72000.0,  United States   ,"('powerbi', 'excel')"
49398,Business Intelligence Analyst,73500.0,  United States   ,"('powerbi', 'tableau')"
49400,Sr. Data Analyst-6139,105425.0,  United States   ,"('python', 'sql', 'machine_learning', 'aws')"
49403,Data Analyst (Onsite),89500.0,  United States   ,"('excel',)"
49404,AWS Data Architect,112000.0,  United States   ,"('azure', 'aws')"
49406,Associate Data Scientist,123000.0,  United States   ,"('python', 'azure', 'machine_learning')"
49407,"Associate, Data Engineer, Engineer II",156500.0,  United States   ,"('python',)"
49408,Data Analyst,73917.5,  United States   ,"('powerbi', 'excel')"
49409,"Operations Center Data Analyst (Associate, Experienced, or Senior...",118900.0,  United States   ,"('excel', 'tableau')"
49415,Product Data Analyst - Fleet,68000.0,"  Oklahoma City, OK   ","('python', 'sql', 'tableau', 'aws')"
50336,"Macro Sector Analyst (Greater NYC Area, NY)",105000.0,  United States   ,"('python', 'sql')"
50855,Intelligence Analyst (Mid-level),110000.0,  United States   ,"('excel',)"
50903,Business Analyst - Remote,52000.0, Anywhere ,"('excel',)"
51017,Data Analyst,31200.0,"  St Joseph, MO   ","('sql', 'excel')"
51023,Data Analyst,31200.0,"  Bartlesville, OK   ","('sql', 'excel')"
51427,Data Migration Analyst,55000.0,  United States   ,"('excel',)"
51431,Senior Data Analyst - Specialty Pharmacy Operations Planning - Remote,100400.0, Anywhere ,"('sql', 'powerbi', 'excel', 'tableau')"
51441,Financial Data Analyst (Costa Rica),24960.0, Anywhere ,"('excel',)"
51442,Financial Data Analyst (Argentina),24960.0, Anywhere ,"('excel',)"
51443,Director of Research,120000.0, Anywhere ,"('python', 'r')"
