,title,salary_standardized,location,habilidades
25907,"Sr. Data Analyst, Marketing Operations",96500.0,"  Nicoma Park, OK   ","('sql', 'tableau')"
25908,"Sr. Data Analyst, Marketing Operations",96500.0,"  Mulvane, KS   ","('sql', 'tableau')"
25912,"Sr. Data Analyst, Marketing Operations",96500.0,  United States   ,"('sql', 'tableau')"
25913,Data Analyst I,78950.0,"  Rose Hill, KS   ","('sql', 'powerbi', 'excel', 'tableau')"
25914,Data Analyst II,79500.0,"  Goddard, KS   ","('sql', 'powerbi', 'excel', 'tableau')"
25915,Data Analyst II,79500.0,"  Mustang, OK   ","('sql', 'powerbi', 'excel', 'tableau')"
25916,Data Analyst II,79500.0,"  Maize, KS   ","('sql', 'powerbi', 'excel', 'tableau')"
25917,Data Analyst II,79500.0,"  Spencer, OK   ","('sql', 'powerbi', 'excel', 'tableau')"
25918,Data Analyst II,79500.0,"  Jones, OK   ","('sql', 'powerbi', 'excel', 'tableau')"
25989,Data Analyst,69875.0,"  Manhattan, KS   ","('sql', 'excel')"
26047,GIS Data Analyst,78000.0,  United States   ,"('python', 'sql')"
26071,Data Analyst,112320.0,  United States   ,"('sql',)"
26076,"GIS Data Analyst (Remote, w2 candidates only)",83200.0,  United States   ,"('python', 'sql')"
26086,Sr. Data Analyst,104548.0,"Rio Rancho, NM","('excel',)"
26099,Staff Data Analyst,111000.0,"Denver, CO","('sql',)"
26115,ETL Data Analyst,145600.0,Anywhere,"('python', 'sql', 'tableau', 'r')"
26119,Data Analyst - Intelligence - Security Clearance Required,127050.0,"Aurora, CO","('python',)"
26147,Supply Chain Data Analyst,87500.0,"Boulder, CO","('excel',)"
26154,Sr. Data Scientist,172500.0,"Colorado Springs, CO","('python', 'machine_learning')"
26155,Data Analyst Specialist,58032.0,"Pojoaque, NM","('sql',)"
26156,Legal Data Analyst,86625.0,United States,"('python', 'sql')"
26157,Educational Data Scientist,73500.0,United States,"('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
26162,Sr. Analyst Data Center,87204.0,"Colorado Springs, CO","('python', 'sql', 'tableau')"
26166,Analyst - Technology Operations BI & Reporting,82500.0,"Denver, CO","('python', 'sql', 'powerbi', 'excel', 'r')"
26167,Product Data Analyst - Product Strategy & Operations,145290.0,Colorado,"('python', 'sql', 'tableau', 'machine_learning')"
26170,Data Analyst/ Curam,160160.0,Anywhere,"('excel', 'tableau')"
26171,Senior Data Analyst Consultant,112226.4,Anywhere,"('python', 'sql', 'powerbi', 'tableau', 'aws')"
26173,Data Analyst Assistant,57200.0,"Englewood, CO","('python', 'sql', 'powerbi')"
26190,"Looking for a Data Analyst | Experience in Python, SQL, Tableau, MS Excel and Financial Analysis - Contract to Hire",130000.0,Anywhere,"('python', 'sql', 'excel', 'tableau')"
26203,Statistical Analysis of one dataset in R,26000.0,Anywhere,"('r',)"
26204,"Director of Data Science, AdTech",225000.0,"Denver, CO","('python', 'sql')"
26205,Crisis and Recovery Data Analysis & Reporting Lead,113100.0,"Denver, CO","('python', 'sql', 'powerbi', 'azure', 'machine_learning')"
26242,Data Analyst/Report Writer 2,150800.0,Anywhere,"('excel', 'tableau')"
26267,Programmer Analyst-II  (remote),87745.0,United States,"('sql', 'excel')"
26279,Full Time For Data Analyst,92500.0,United States,"('python', 'sql', 'powerbi', 'excel', 'tableau')"
26280,SENIOR FIRE STATISTICAL ANALYST 1639,131783.5,United States,"('python', 'sql', 'powerbi', 'excel', 'r')"
26293,Data Science Lead Associate,133807.5,Anywhere,"('python', 'machine_learning', 'aws')"
26297,Marketing Operations Data Analyst,140400.0,Anywhere,"('sql', 'tableau')"
26320,Data Analyst-USA ONLY,56610.0,Anywhere,"('sql', 'powerbi', 'excel', 'tableau')"
26346,Workforce Planning Data Analyst,117390.0,"Denver, CO","('python', 'sql', 'powerbi', 'excel', 'tableau')"
26348,"Sr. GTM Specialist, Analytics, US Financial Services",176500.0,"Denver, CO","('aws',)"
26363,"Clinical Quality Analytics, Senior",123500.0,United States,"('sql', 'powerbi', 'excel', 'tableau', 'azure', 'aws')"
26388,Healthcare Analyst,121670.0,United States,"('python', 'tableau', 'machine_learning')"
26389,Data Analyst/No C2C,133120.0,United States,"('python', 'sql', 'powerbi', 'tableau', 'r', 'aws')"
26407,"Analyst, Network Strategy, Pricing & Analytics - REMOTE",108815.2,"Placitas, NM","('sql', 'powerbi', 'excel')"
26408,"Analyst, Network Strategy, Pricing & Analytics - REMOTE",106943.2,"Kirtland, NM","('sql', 'powerbi', 'excel')"
26409,"Analyst, Network Strategy, Pricing & Analytics - REMOTE",108815.2,"Algodones, NM","('sql', 'powerbi', 'excel')"
26410,"Analyst, Network Strategy, Pricing & Analytics - REMOTE",108815.2,"Rio Rancho, NM","('sql', 'powerbi', 'excel')"
26543,"DIRECTOR, STUDENT DATA ANALYTICS",117513.0,"Denver, CO","('python', 'sql', 'excel')"
26562,Sales Analyst,100000.0,"Englewood, CO","('sql', 'powerbi', 'excel', 'tableau')"
26679,Data Analyst,87050.0,"Greenwood Village, CO","('sql', 'excel')"
26691,Data Analyst Specialist,58032.0,"Santa Fe, NM","('sql',)"
26697,Institutional Research Data Analyst,70677.0,"Littleton, CO","('python', 'sql', 'powerbi', 'excel', 'tableau')"
26701,Sr. Data Analyst (Human Capital) w active TS/SCI Poly,142000.0,United States,"('powerbi', 'tableau', 'r')"
26702,Computational Platform and Data Management- Technical Professional,87900.0,United States,"('python',)"
26703,Data Scientist (Top Secret),167611.5,United States,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'machine_learning', 'aws')"
27125,Data Engineer,197500.0,"San Jose, NM","('python', 'sql')"
27128,Decision Support Data Analyst,65350.0,"Black Forest, CO","('sql', 'excel', 'tableau')"
27131,"Associate Data Recon Analyst, Advisory Accounting",62701.6,United States,"('sql', 'excel')"
27135,Sports Data Analyst,70000.0,"Timnath, CO","('python', 'sql', 'excel')"
27137,Data Engineer,145000.0,"Castlewood, CO","('python',)"
27139,Data Analyst,54007.2,"Morrison, CO","('r',)"
27142,Mission Data Analyst Associate/Staff,94000.0,"Boulder, CO","('python',)"
27143,Business Intelligence Analyst- Retail Wireless,138133.0,"Englewood, CO","('sql',)"
27148,Data & Accounting Analyst for Family Law Firm,67500.0,Anywhere,"('sql', 'powerbi', 'excel')"
27149,Data Stewardship Analyst,97450.0,"Lone Tree, CO","('sql', 'excel')"
27150,Senior Data Analyst,87875.0,"Englewood, CO","('sql', 'aws')"
27165,Data Analysis Expert for Product Line Matching Tool,135200.0,Anywhere,"('python',)"
27185,KNIME Data Analyst for Credit Card Transaction Workflow,67600.0,Anywhere,"('excel',)"
27186,Analytics Business Analyst,82500.0,"Boulder, CO","('powerbi', 'tableau', 'azure', 'aws')"
27187,Network Operations Analyst II,87050.0,"Englewood, CO","('sql', 'excel')"
27188,Junior HR Data Analyst - Reporting & Enablement Focus,106300.0,"Colorado Springs, CO","('sql', 'tableau')"
27194,Data Analyst,82500.0,"Colorado Springs, CO","('sql',)"
27196,Network Operations Analyst II,87050.0,"Greenwood Village, CO","('sql', 'excel')"
27204,Data Analyst/ Only on W2 role/ Only USC or GC can apply,88400.0,Anywhere,"('python', 'sql', 'powerbi', 'excel', 'tableau', 'r', 'machine_learning', 'aws')"
27212,Data Scientist - Research Operations,89585.0,"Denver, CO","('sql', 'excel', 'tableau')"
27229,Principal Data & Analytics Consultant,175000.0,"Denver, CO","('azure', 'aws')"
27255,IT Senior Business Intelligence Developer,90000.0,"Aurora, CO","('sql', 'powerbi', 'excel', 'tableau', 'azure')"
27283,Business Intelligence Analyst I,119030.0,"Colorado Springs, CO","('sql', 'tableau')"
27305,Capital Markets Business Analyst,130000.0,United States,"('sql', 'powerbi', 'excel', 'tableau')"
27339,"Director I, Data Science",190000.0,Anywhere,"('python', 'machine_learning')"
27394,IS Data Engineer,135300.0,United States,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'machine_learning', 'aws')"
27395,"Sr Analyst, Healthcare Analytics - REMOTE - Now Hiring",89294.4,"Bernalillo, NM","('sql', 'excel')"
27396,"Sr Analyst, Healthcare Analytics - REMOTE - Now Hiring",110156.8,"Marvel, CO","('sql', 'excel')"
27398,"Sr Analyst, Healthcare Analytics - REMOTE",100796.8,"Flora Vista, NM","('sql', 'excel')"
27404,Senior Data Scientist- Network Analytics Reliability Enablement Team,132000.0,United States,"('python', 'aws')"
27406,"Analyst, Capital Projects ($80,200.00 - $102,300.00)",91100.0,United States,"('python', 'sql', 'powerbi', 'tableau')"
27408,Analyst Airline Optimization Operability,76000.0,United States,"('python', 'sql', 'excel', 'tableau', 'machine_learning')"
27409,Senior Business Intelligence Developer - IS Clinical Research - Full Time 8 Hour Days (Exempt) (Non-Union),146068.0,United States,"('sql', 'powerbi', 'excel', 'tableau')"
27411,Big Data and Artificial Intelligence Policy Director (Analyst VI) - DORA: DOI Hybrid,115158.0,Anywhere,"('python', 'excel', 'machine_learning')"
27638,Data Reporting Analyst,115492.0,"Denver, CO","('excel',)"
27649,Senior Data Analyst,95953.0,"Denver, CO","('python', 'sql', 'powerbi', 'tableau')"
27729,ERP Data Analyst,118000.0,"Greenwood Village, CO","('sql',)"
27733,Business Intelligence Analyst Senior – Fraud,138820.0,"Colorado Springs, CO","('sql', 'tableau')"
28480,Data Analyst and Business Intelligence Developer,98700.0,United States,"('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
28482,Research Analyst,92500.0,"Black Forest, CO","('python',)"
28483,Data Scientist - Senior Level,145000.0,"Castlewood, CO","('python',)"
28487,Data Analyst: Consultant - Contractor,109200.0,Anywhere,"('python', 'sql', 'powerbi', 'excel', 'tableau')"
28488,Data Analyst,105000.0,"Centennial, CO","('sql', 'powerbi', 'excel', 'tableau')"
28493,Business & Marketing Data Analyst,70000.0,Anywhere,"('sql', 'powerbi', 'tableau')"
28494,Data Analytics Analyst,82500.0,Anywhere,"('sql', 'powerbi', 'excel')"
28496,"Data Analyst, Clinical Analytics and Reporting",75650.0,"Denver, CO","('sql', 'tableau')"
28501,Business Intelligence Data Analyst,95000.0,United States,"('python', 'sql', 'powerbi', 'excel')"
28502,Data Analyst,86236.79999999999,"Boulder, CO","('python', 'sql', 'excel', 'r')"
28508,Data Analyst- Reporting,127920.0,Anywhere,"('python', 'sql', 'tableau')"
28512,Functional / Data Analyst,145320.0,Anywhere,"('sql', 'powerbi', 'excel')"
28517,Spatial data analyst fluent in R and QGIS Python console,46800.0,Anywhere,"('python', 'r')"
28522,Bilingual Business Intelligence (BI) Analyst,46800.0,Anywhere,"('powerbi', 'excel')"
28525,Looking for an excel analyst using AI tools,38480.0,Anywhere,"('excel',)"
28528,Google Analytics & Tag Manager Specialist | Performance Marketing Analyst,46800.0,Anywhere,"('powerbi',)"
28535,Data Business Analyst for Logistics & Supply Chain Optimization,23920.0,Anywhere,"('excel',)"
28536,Data Analyst/Engineer/Architect to manage company-wide data and reporting/analytics,26000.0,Anywhere,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'machine_learning', 'aws')"
28539,Part-Time Chinese-Speaking Power BI/Excel Data Analyst (Long-Term),57200.0,Anywhere,"('sql', 'powerbi', 'excel')"
28543,Product Data Analyst,83430.0,"Denver, CO","('python', 'sql', 'powerbi', 'excel', 'tableau', 'r')"
28545,Senior Data Analyst,129500.0,"Denver, CO","('sql',)"
28546,Analyst,82500.0,"Golden, CO","('excel',)"
28547,GenAI Lead Data Scientist,140000.0,"Fort Collins, CO","('python', 'sql', 'powerbi', 'tableau', 'azure', 'machine_learning', 'aws')"
28562,Staff Data Analyst - Retention,140000.0,Anywhere,"('python', 'sql', 'powerbi', 'tableau', 'r')"
28588,Data Analyst II,109200.0,"Englewood, CO","('sql', 'excel', 'aws')"
28589,Healthcare Data Analyst,90000.0,"Colorado Springs, CO","('python', 'sql', 'powerbi', 'excel', 'tableau')"
28590,Lead Data Analytics - SQL / Databricks,124513.5,Anywhere,"('python', 'sql', 'excel')"
28605,Sr Business Analyst - Business Intelligence and Analytics,115000.0,United States,"('excel',)"
28608,2025 Summer - Data Analysis Engineer Intern / Co - Op (R11672),49920.0,"Broomfield, CO","('python',)"
28610,Website Optimization Specialist,65200.0,"Denver, CO","('tableau',)"
28635,IT Business Systems Analyst III,113500.0,"Lakewood, CO","('sql', 'excel')"
28636,Data Modeler (Senior),158855.0,"Colorado Springs, CO","('sql',)"
28637,"Lead Data Analyst, Consultant",148995.0,United States,"('python', 'sql', 'tableau', 'machine_learning')"
28638,Information Management Analyst Lead,230695.0,"Colorado Springs, CO","('python', 'sql', 'excel')"
28639,Data Scientist Lead,239870.0,"Colorado Springs, CO","('python', 'sql', 'machine_learning')"
28651,Senior Master Data Specialist,77500.0,"Boulder, CO","('excel',)"
28655,Supervisory Data Scientist,161509.0,"Colorado Springs, CO","('machine_learning',)"
28674,Data Scientist/Technical Sales,126500.0,United States,"('python', 'sql', 'azure', 'machine_learning', 'aws')"
28675,Cloud Analyst,122724.5,Anywhere,"('aws',)"
28702,Sr. Data Analyst/ Data Design,149760.0,United States,"('sql', 'powerbi', 'tableau')"
28716,Data Scientist - Alternative Data Analyst,157500.0,"Denver, CO","('python', 'sql', 'machine_learning')"
28725,SQL Data Engineer,119600.0,"Englewood, CO","('python', 'sql', 'tableau', 'aws')"
28726,Sales & Marketing Insights Data Analyst,82000.0,"Broomfield, CO","('python', 'sql', 'powerbi', 'excel', 'tableau')"
28764,Data Scientist 2,113500.0,United States,"('python', 'sql', 'machine_learning')"
28765,Senior Data Analyst - Faculty Experience Analytics,110150.0,United States,"('sql', 'powerbi', 'tableau')"
28769,Advanced Analytics Consultant,151404.0,"Denver, CO","('sql', 'tableau')"
28777,Senior Human Resources Data Analyst,112100.5,"Denver, CO","('python', 'powerbi', 'excel', 'tableau')"
28785,Data and Analytics Consultant (Solution Owner),122500.0,"Denver, CO","('python', 'sql', 'azure', 'aws')"
28786,AI/ML Data Scientist,127500.0,Anywhere,"('python', 'sql', 'machine_learning')"
28787,Business Intelligence Analyst,94349.0,"Broomfield, CO","('python', 'sql', 'powerbi', 'excel', 'tableau')"
28788,Software Developer (Entry Level) / Junior Data Analyst,106000.0,"Lakewood, CO","('python', 'powerbi', 'tableau', 'machine_learning')"
28789,"Analytics Manager, School of Education (Business Analyst / Project Manager)",121550.0,United States,"('sql', 'powerbi', 'excel', 'tableau')"
28791,Business & Marketing Data Analyst,70000.0,Anywhere,"('python', 'sql', 'powerbi', 'tableau')"
28792,Decision Scientist - Medicare Growth Analytics,129780.0,United States,"('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
28793,"Sr Analyst, Config Info Mgmt - Claims/ Power BI",140711.5,United States,"('sql', 'powerbi', 'excel')"
28794,Sr Digital Insight Analyst,82000.0,United States,"('python', 'sql', 'tableau')"
28795,BI Software Engineer,100000.0,United States,"('python', 'sql', 'powerbi', 'azure', 'machine_learning', 'aws')"
28796,"SVP, Finance Transformation Policy & Data Lead Analyst (Hybrid)",176800.0,United States,"('excel',)"
28797,Insurance Product Management Analyst – HYBRID,92500.0,United States,"('python', 'sql', 'excel', 'azure')"
28798,AI for Power Systems Analysis Summer Student Employee,70400.0,United States,"('python', 'machine_learning')"
28799,Field Emissions Research Scientist,119537.5,United States,"('python',)"
28800,"Sr. Manager, Category Analytics",201960.0,United States,"('python', 'sql', 'powerbi', 'tableau')"
28801,Government and Public Sector - AI & Data - Data Analytics Consultant,126650.0,United States,"('python', 'sql', 'azure', 'machine_learning', 'aws')"
28802,"Analyst, BI & Data Visualization",91959.5,United States,"('sql', 'powerbi', 'excel', 'tableau')"
28803,Data Architect | Informatica | Onsite | US,260700.0,United States,"('sql',)"
28804,"Senior Data Scientist, Product Analytics - Brokerage",158000.0,United States,"('python', 'sql', 'machine_learning')"
28805,"Data Science and Analytics, Policy",290000.0,United States,"('python', 'sql')"
29201,Financial Data Analyst,38480.0,United States,"('excel',)"
29202,ERP Data Analyst,99000.0,"Greenwood Village, CO","('sql',)"
29204,Data Analyst,105000.0,"Fort Collins, CO","('sql',)"
29241,Business Analyst Intern,39520.0,"Boulder, CO","('excel',)"
29243,Senior Business Intelligence Analyst/Developer,99000.0,"Englewood, CO","('sql', 'powerbi', 'tableau')"
29259,Senior Data Analyst,156000.0,United States (+22 others),"('sql', 'powerbi', 'excel', 'tableau')"
29260,Data Analyst - Clinical Analytics and Reporting,76750.0,United States (+2 others),"('sql', 'tableau')"
29284,Data Analyst,114990.0,"Highlands Ranch, CO","('sql', 'excel')"
29475,IT Project Manager/Healthcare Data Analytics  – Remote,87000.0,Anywhere,"('sql', 'excel', 'tableau')"
29481,Principal Data Infrastructure Engineer,175000.0,Anywhere,"('python', 'machine_learning', 'aws')"
29489,"Senior Risk Analyst, Model Validator - Artificial Intelligence & Machine Learning (Remote)",147500.0,Anywhere,"('python', 'sql', 'machine_learning')"
29491,Data Engineer for Global Hospitality Company,124800.0,Anywhere,"('python', 'sql', 'tableau', 'aws')"
29621,GIS Analyst Needed to Compile and Analyze Real Estate Data for DFW Metro Area,31200.0,Anywhere,"('excel',)"
29626,Nielsen Data Analyst (CPG Category) - Reporting Project,69680.0,Anywhere,"('powerbi', 'excel', 'tableau')"
29655,Senior Business Intelligence Analyst/Developer,99000.0,"Castlewood, CO","('sql', 'powerbi', 'tableau')"
29661,Operations Research Analyst/ Data Scientist,100000.0,Colorado,"('python',)"
29680,Business Intelligence Analyst,81120.0,"Colorado Springs, CO","('sql',)"
29702,Business Intelligence Analyst - Colorado,85000.0,"Denver, CO","('excel',)"
29704,Senior Consultant - Data & Analytics,137500.0,"Denver, CO","('sql', 'powerbi', 'tableau', 'azure', 'machine_learning', 'aws')"
29711,Sr. Finance & Data Analyst,85000.0,"Denver, CO","('excel',)"
29739,Data Analyst,92019.2,"Greenwood Village, CO","('sql', 'excel')"
29772,"Data Architect with CDP Experience - Louisville, KY",126000.0,United States,"('python', 'sql')"
29775,"Data Scientist III, Inventory",130500.0,United States,"('python', 'sql', 'tableau')"
29807,ML Data Analyst,114400.0,United States,"('python', 'sql', 'powerbi', 'tableau', 'machine_learning')"
29810,GSO Analytics Reporting Analyst,57200.0,United States,"('sql', 'tableau')"
29816,"VP, Data Governance – Private Credit & Insurance",176800.0,United States,"('python', 'sql')"
29823,"Analytics & Data, Client Engagement Products - AVP",117500.0,United States,"('python', 'sql', 'excel', 'azure', 'machine_learning')"
29827,Data Modeler ((SAP Power Designer or Erwin),145600.0,United States,"('sql', 'aws')"
29828,IT Business Data Analyst,75000.0,United States,"('sql', 'machine_learning')"
29854,Junior Data Analyst - Remote Jobs,72800.0,Anywhere,"('sql', 'powerbi', 'excel', 'tableau')"
29864,"Business Intelligence Analyst, Revenue Operations",118500.0,Anywhere,"('sql', 'powerbi')"
29878,"Analyst , Medical Cost Analytics / Utilization Management - Remote",152955.0,Anywhere,"('sql', 'machine_learning')"
29880,Dossier Data Integrity,131705.6,Anywhere,"('excel',)"
30094,Data Analyst,117500.0,"Colorado Springs, CO","('python', 'sql', 'tableau')"
30132,Data Analytics and Innovation intern– (6-month College Internship),46342.4,"Denver, CO","('sql', 'powerbi', 'azure')"
30147,Junior Data scientist/Jr Java jenkins git Developer-remote,106000.0,"Fort Collins, CO","('python', 'tableau', 'machine_learning')"
30161,Sr. Pricing Analyst,128839.5,"Lone Tree, CO","('excel',)"
30173,Data Analyst - PowerBI Specialist,81941.6,"Santa Fe, NM","('powerbi',)"
30175,Business Intelligence/Data Analyst- Part Time,88400.0,United States,"('sql', 'powerbi', 'excel', 'aws')"
30178,Admin Manager Decision Science,175999.5,United States,"('python', 'sql', 'excel', 'tableau')"
30179,Lead Microsoft BI Developer,140000.0,United States,"('python', 'sql', 'powerbi')"
30236,Retail Data Analyst,120889.0,"Westminster, CO","('python', 'sql', 'powerbi', 'excel', 'tableau', 'azure')"
30237,Jr. Data Analyst,46800.0,Anywhere,"('sql', 'powerbi', 'excel', 'tableau')"
30241,Load Forecasting Analyst,142000.0,Anywhere,"('python', 'sql', 'machine_learning')"
30244,"Data Engineer (SQL, Google BigQuery )",145600.0,Anywhere,"('python', 'sql')"
30249,Data Engineer (Redshift)- $130K (Tampa/Hybrid,115000.0,Anywhere,"('sql', 'aws')"
30253,Senior Payer Analytics Consultant,134887.5,Anywhere,"('excel',)"
30484,Sales & Marketing Analyst,70000.0,"Denver, CO","('sql', 'excel', 'tableau')"
30486,"Data Associate, Ratings Data Operations CoE",66828.0,"Englewood, CO","('python', 'sql', 'excel')"
30525,Analyst,95000.0,"Morrison, CO","('excel',)"
30539,Assistant specialisé statistique H/F,70400.0,United States,"('python', 'sql', 'powerbi')"
30571,Lead Data Insights Analyst,137500.0,United States,"('python', 'sql', 'tableau')"
30606,Data Engineer / Senior Consultant,144000.0,United States,"('python', 'aws')"
30607,Data Engineer - Senior Consultant USA,144000.0,United States,"('python', 'aws')"
30609,Material Master Data Manager,105930.0,United States,"('excel',)"
30610,"Data Analytics Analyst, Claims",62500.0,United States,"('excel',)"
30611,Business Intelligence Analyst,81000.0,United States,"('python', 'sql', 'powerbi', 'excel')"
30767,"Manager, BI & Portfolio Analytics (Financial Analysis) ($143,500.00 - $188,900.00)",166500.0,United States,"('excel', 'tableau')"
30780,"Data-Analytics Sales Specialist - Hospitality, Service and Retail",147500.0,United States,"('machine_learning',)"
30785,Data Analyst - Junior Level (Remote) / Full Stack Developer (Entry),107500.0,"Colorado Springs, CO","('python', 'machine_learning')"
30786,QLIK DATA ANALYST,75000.0,"Greeley, CO","('sql', 'powerbi', 'excel', 'tableau')"
30839,Sr. ETL Data Analyst,97500.0,Anywhere,"('python', 'sql', 'excel')"
30858,Data Engineer (Redshift)- $150K  (Remote),137500.0,Anywhere,"('sql', 'aws')"
30953,Data Integration Analyst I,80000.0,"Denver, CO","('python', 'sql', 'excel', 'tableau')"
31018,"Lead, Analytics & Insights",140500.0,"Centennial, CO","('sql', 'powerbi', 'excel', 'tableau')"
31029,Data Center Coordinator,90000.0,United States,"('azure',)"
31048,Data Analyst,83200.0, Anywhere ,"('python', 'sql', 'powerbi', 'excel', 'azure', 'machine_learning')"
31070,Senior Data Analyst Cox Business Territory Management,116000.0,"  Oklahoma City, OK   ","('excel',)"
31071,Data Analyst,110275.0,"  Wichita, KS   ","('python', 'sql', 'machine_learning')"
31341,Data Analyst,65000.0,  United States   ,"('sql', 'powerbi', 'excel', 'tableau')"
31391,Data Analyst,75000.0,  United States   ,"('python', 'sql')"
31392,Data Analyst,75000.0,"  Kansas City, MO   ","('python', 'sql', 'machine_learning')"
31393,Senior Data Analyst,100000.0,"  Bella Vista, AR   ","('python', 'sql', 'powerbi', 'tableau')"
31394,Data Analyst,100000.0,  United States   ,"('python', 'powerbi', 'tableau', 'azure', 'machine_learning', 'aws')"
31395,Data Analyst,100000.0,  United States   ,"('python', 'sql')"
31461,Lead Data Analyst,100000.0,  United States   ,"('excel', 'machine_learning')"
31508,Data Analyst,100000.0,  United States   ,"('python', 'aws')"
31614,Data Analyst,70000.0,"  Springdale, AR   ","('sql', 'excel')"
31615,Data Analyst,75000.0,  United States   ,"('sql', 'powerbi', 'tableau')"
31616,Data Analyst,75000.0,  United States   ,"('machine_learning', 'aws')"
31617,Principal Data Analyst,100000.0,"  Kansas City, MO   ","('sql', 'excel')"
31618,Data Analyst,100000.0,"  Bentonville, AR   ","('sql', 'powerbi', 'azure')"
31620,Data Analyst,100000.0,  United States   ,"('python', 'sql', 'tableau')"
31703,Financial Data Consultant,100000.0,  United States   ,"('sql', 'excel')"
31704,Lead Data Analyst,105000.0,"  Oklahoma City, OK   ","('python', 'sql', 'tableau', 'aws')"
31803,Scientific Data Analyst,50000.0,  United States   ,"('python', 'excel')"
31804,Data Analyst,65000.0,  United States   ,"('python', 'machine_learning')"
31807,Financial Data Analyst,70000.0,  United States   ,"('python', 'powerbi', 'excel')"
31808,Data Analyst,80000.0,"  Oklahoma City, OK   ","('python', 'sql', 'r', 'machine_learning', 'aws')"
31866,Data Analyst - Finance,75000.0,"  Columbia, MO   ","('python', 'sql', 'excel')"
31954,Intern Data Analyst,40000.0,"  Edmond, OK   ","('python', 'sql', 'powerbi', 'excel')"
31956,Data Analyst,60000.0,  United States   ,"('excel',)"
31957,Lead Data Analyst,100000.0,  United States   ,"('sql', 'tableau', 'aws')"
32106,Financial Data Consultant,100000.0,"  Springfield, MO   ","('sql', 'excel')"
32286,Data Analyst with Security Clearance,75000.0,  United States   ,"('python', 'machine_learning')"
32390,Data Analyst,55000.0,"  Kansas City, MO   ","('excel',)"
32391,Health Data Analyst II,70000.0,  United States   ,"('sql', 'excel')"
32547,Data Analyst I,50000.0,"  Kansas City, MO   ","('excel',)"
32549,Data Analyst II - Internal Audit,70000.0,"  Springfield, MO   ","('python', 'sql', 'tableau')"
32551,Data Analyst,75000.0,  United States   ,"('python', 'sql', 'excel', 'tableau', 'aws')"
32654,Data Analyst,80000.0,"  Tulsa, OK   ","('python', 'sql')"
32655,Senior Data Analyst,100000.0,"  Kansas City, MO   ","('sql', 'excel')"
32775,Data Analyst,65000.0,  United States   ,"('python', 'sql', 'excel', 'machine_learning')"
32777,Business Intelligence Analyst,75000.0,  United States   ,"('sql', 'powerbi', 'tableau')"
32778,Data Quality Analyst,85000.0,  United States   ,"('sql', 'azure', 'aws')"
32780,"Senior Business Analyst, Reporting",100000.0,  United States   ,"('python', 'sql', 'tableau', 'machine_learning')"
32782,Data Analyst,100000.0,"  Columbia, MO   ","('python', 'r', 'machine_learning')"
33071,Payment Analyst,50000.0,  United States   ,"('excel',)"
33073,Junior Data Analyst with Security Clearance,60000.0,  United States   ,"('python', 'sql', 'powerbi', 'tableau', 'azure', 'r', 'machine_learning', 'aws')"
33074,Data Analyst with Security Clearance,75000.0,  United States   ,"('sql',)"
33077,Data Analyst with Security Clearance,75000.0,  United States   ,"('sql', 'excel')"
33078,Business and Data Analyst with Security Clearance,85000.0,  United States   ,"('excel', 'tableau')"
33218,Data Analyst,75000.0,  United States   ,"('r',)"
33220,Data Consultant,100000.0,  United States   ,"('powerbi', 'tableau')"
33341,Quality Assurance Post Market Data Analyst,70000.0,"  Kansas City, MO   ","('sql', 'powerbi', 'tableau')"
33342,Data Analyst - Marketing,70000.0,  United States   ,"('python', 'sql', 'powerbi', 'excel', 'tableau', 'azure')"
33343,Data Analyst,100000.0,"  Oklahoma City, OK   ","('python', 'sql', 'azure', 'aws')"
33435,Senior Data Scientist with Security Clearance,125000.0,  United States   ,"('python', 'machine_learning')"
33450,Online Data Analyst,60734.0,  Missouri   ,"('machine_learning',)"
33466,ATGPAC Training Requirements & Data Analyst,95000.0,  United States   ,"('excel',)"
33521,Data Analyst,78000.0,  United States   ,"('powerbi', 'excel', 'tableau')"
33560,Data Governance Analyst,86250.0, Anywhere ,"('python', 'sql', 'powerbi')"
33561,Data Analyst,85000.0, Anywhere ,"('python', 'excel', 'aws')"
33564,Data Analyst,85000.0, Anywhere ,"('python', 'sql', 'excel', 'aws')"
33570,Sr Data Insights Analyst,70000.0, Anywhere ,"('excel',)"
33579,Senior Data Analyst,105000.0,  United States   ,"('sql', 'excel', 'tableau')"
33580,Data Quality Analyst (Remote),62608.0, Anywhere ,"('excel',)"
33593,Staff Data Engineer/Analyst,178500.0,  United States   ,"('python', 'sql', 'tableau')"
33594,Data Analyst Senior or Lead,89050.0, Anywhere ,"('powerbi', 'tableau')"
33596,Healthcare Data Analyst - Underwriting and Actuarial Dept,104049.0, Anywhere ,"('sql', 'excel')"
33615,Business Analyst - Base Units (Special Services ARPA),169592.8,  United States   ,"('python', 'sql', 'tableau')"
33632,Analytics Intern,15080.0,  United States   ,"('excel', 'tableau')"
33639,Crime Data Analyst,55000.0,"  Oklahoma City, OK   ","('excel',)"
